filename,class_id,x_center,y_center,width,height,class_label
fire_0837_jpg.rf.4974381deda923b0aa971358cc302ded.txt,3,0.52421875,0.81171875,0.1328125,0.1015625,fire
fire_0837_jpg.rf.4974381deda923b0aa971358cc302ded.txt,3,0.26171875,0.7671875,0.1578125,0.09375,fire
fire_0837_jpg.rf.4974381deda923b0aa971358cc302ded.txt,3,0.06640625,0.67421875,0.0703125,0.0671875,fire
fire_0837_jpg.rf.4974381deda923b0aa971358cc302ded.txt,3,0.1140625,0.5921875,0.0875,0.084375,fire
fire_0837_jpg.rf.4974381deda923b0aa971358cc302ded.txt,3,0.5078125,0.5484375,0.984375,0.60625,fire
52ae17e56be11283d297b124bdf4c65c_jpg.rf.0f82eb8679f05484890060a2b6b56f77.txt,17,0.52734375,0.46328125,0.8890625,0.9203125,truck
traffic-light-203-_jpg.rf.cdc76308076afdce85debb2ddc654d88.txt,16,0.23359375,0.290625,0.0765625,0.15625,traffic light
traffic-light-203-_jpg.rf.cdc76308076afdce85debb2ddc654d88.txt,16,0.77890625,0.834375,0.0890625,0.178125,traffic light
IMG_20220318_140213_BURST15_jpg.rf.b3742e810c6a4a2b8167c066b38e6b45.txt,15,0.4328125,0.4375,0.66875,0.415625,traffic cone
Forklift_432_jpg.rf.0e72c42aeafded8e671564fe21877714.txt,4,0.48515625,0.53828125,0.4671875,0.6296875,forklift
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,1,0.2234375,0.1359375,0.028125,0.04375,car
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,1,0.153125,0.140625,0.025,0.040625,car
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,1,0.11953125,0.14453125,0.0296875,0.0484375,car
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,10,0.065625,0.1625,0.015625,0.046875,person
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,1,0.0296875,0.2828125,0.034375,0.096875,car
34371_jpg.rf.035f129b639b5e99978e369da05a0c11.txt,17,0.21640625,0.4546875,0.1296875,0.334375,truck
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.58125,0.74921875,0.253125,0.0640625,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.725,0.85859375,0.040625,0.0359375,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.578125,0.92890625,0.246875,0.1046875,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.5765625,0.84375,0.25,0.090625,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.3375,0.95703125,0.25625,0.0859375,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.33125,0.82109375,0.259375,0.0921875,wood pallet
1564562492-9775472_jpg.rf.ee8704dcac193723791feda6c2571640.txt,19,0.7171875,0.890625,0.05,0.040625,wood pallet
image-22-_jpeg_jpg.rf.eec7bbb9f1bf9f9c1a4ad996bf894bdf.txt,18,0.515625,0.5578125,0.86875,0.65,van
fire5_mp4-160_jpg.rf.d88a090aae19a54985f7e119d8214902.txt,3,0.3109375,0.68125,0.375,0.296875,fire
youtube-84_jpg.rf.d16fbc651f9ec3fc5b4484170dc5def3.txt,14,0.4875,0.484375,0.084375,0.134375,smoke
youtube-84_jpg.rf.d16fbc651f9ec3fc5b4484170dc5def3.txt,14,0.359375,0.19375,0.20625,0.36875,smoke
ZGIOEFI2A67T_jpg.rf.8631391de0858dbfce1f9d9c4ac6c60c.txt,10,0.57421875,0.3421875,0.1359375,0.434375,person
ZGIOEFI2A67T_jpg.rf.8631391de0858dbfce1f9d9c4ac6c60c.txt,4,0.26015625,0.67421875,0.5203125,0.6484375,forklift
ZGIOEFI2A67T_jpg.rf.8631391de0858dbfce1f9d9c4ac6c60c.txt,10,0.25625,0.79765625,0.165625,0.2984375,person
traffic-light-887-_jpg.rf.6bf05fcdf5c64452c7d40f29ac4151cb.txt,16,0.28359375,0.16015625,0.1734375,0.0640625,traffic light
traffic-light-887-_jpg.rf.6bf05fcdf5c64452c7d40f29ac4151cb.txt,16,0.87265625,0.78671875,0.1796875,0.0859375,traffic light
traffic-light-887-_jpg.rf.6bf05fcdf5c64452c7d40f29ac4151cb.txt,12,0.346875,0.3640625,0.096875,0.103125,road sign
traffic-light-887-_jpg.rf.6bf05fcdf5c64452c7d40f29ac4151cb.txt,12,0.98203125,0.8125,0.0359375,0.090625,road sign
srilankavan48-2-_jpeg_jpg.rf.8bde6a148ce958a39bfef18815cd8f0b.txt,18,0.48125,0.50859375,0.8,0.9265625,van
datax_108_jpg.rf.c14eadb0799984ea32749735c425f692.txt,10,0.41953125,0.2484375,0.1546875,0.365625,person
datax_108_jpg.rf.c14eadb0799984ea32749735c425f692.txt,4,0.41171875,0.346875,0.4328125,0.68125,forklift
image_67_jpg.rf.fff7a7f943612cfe68eeea1447b5061b.txt,4,0.49765625,0.4046875,0.3953125,0.775,forklift
100_png_jpg.rf.0c6c365e4876baa2491584f0ad878ed8.txt,19,0.62421875,0.3828125,0.4078125,0.59375,wood pallet
IMG_20220329_224913_BURST16_jpg.rf.a3045b9bcc6b9306a767782c0b2d2792.txt,15,0.30859375,0.41171875,0.5296875,0.3578125,traffic cone
1673580507326_jpg.rf.0314494f41b1aa80a67dd55fedd19588.txt,18,0.49609375,0.5234375,0.9296875,0.790625,van
r77_jpg.rf.72706e9d6bcc584ad72337008bb49c88.txt,13,0.53359375,0.46796875,0.3609375,0.5828125,safety vest
image_from_china-224-_jpg.rf.b82943c1c674d1399e3f4933b3bfc687.txt,10,0.33125,0.15390625,0.496875,0.3078125,person
image_from_china-224-_jpg.rf.b82943c1c674d1399e3f4933b3bfc687.txt,10,0.4359375,0.75546875,0.3375,0.4890625,person
image_from_china-224-_jpg.rf.b82943c1c674d1399e3f4933b3bfc687.txt,7,0.39765625,0.59140625,0.1546875,0.1609375,helmet
image_from_china-224-_jpg.rf.b82943c1c674d1399e3f4933b3bfc687.txt,7,0.80234375,0.99453125,0.0140625,0.0109375,helmet
image_392_jpg.rf.a1dacfd393bf836845420c95c7a2fd58.txt,3,0.26953125,0.16875,0.0703125,0.215625,fire
image_392_jpg.rf.a1dacfd393bf836845420c95c7a2fd58.txt,3,0.38984375,0.16328125,0.3296875,0.2921875,fire
image_392_jpg.rf.a1dacfd393bf836845420c95c7a2fd58.txt,3,0.56796875,0.484375,0.1296875,0.28125,fire
image_392_jpg.rf.a1dacfd393bf836845420c95c7a2fd58.txt,3,0.5390625,0.2921875,0.090625,0.234375,fire
image_330_jpg.rf.c03bb5e46491f15965375f8595d33855.txt,4,0.3046875,0.27109375,0.45625,0.5421875,forklift
hard_hat_workers399_png_jpg.rf.a580249301ab193c0c00c4701b5fd170.txt,10,0.253125,0.284375,0.053125,0.04375,person
hard_hat_workers399_png_jpg.rf.a580249301ab193c0c00c4701b5fd170.txt,10,0.69765625,0.3171875,0.0484375,0.05,person
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,10,0.1171875,0.39453125,0.19375,0.5765625,person
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,10,0.7703125,0.52265625,0.346875,0.5296875,person
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.87890625,0.7578125,0.2265625,0.346875,cardboard box
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.08125,0.79609375,0.1625,0.4078125,cardboard box
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,6,0.6375,0.546875,0.096875,0.0625,gloves
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,6,0.171875,0.61484375,0.065625,0.1640625,gloves
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.6984375,0.471875,0.059375,0.196875,cardboard box
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,10,0.6453125,0.1375,0.13125,0.271875,person
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.0171875,0.5546875,0.034375,0.090625,cardboard box
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.70234375,0.41171875,0.0453125,0.0765625,cardboard box
fglov1140_jpg.rf.caef3f48a0e861f017b88f185d2e9d70.txt,2,0.02265625,0.53046875,0.0453125,0.1359375,cardboard box
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.1125,0.53046875,0.125,0.1015625,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.24609375,0.57578125,0.1484375,0.0890625,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.14296875,0.2046875,0.1234375,0.0875,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.26796875,0.2390625,0.1390625,0.08125,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.72421875,0.2390625,0.1515625,0.090625,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.6546875,0.725,0.109375,0.134375,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.76875,0.81796875,0.14375,0.1640625,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.67578125,0.48828125,0.2109375,0.0984375,wood pallet
1583417479-4690926_jpg.rf.2e649d938d72498e0481f7dc3473238c.txt,19,0.6234375,0.278125,0.071875,0.090625,wood pallet
006564_jpg.rf.01dcb09c6029b481c383695f09f540cd.txt,1,0.484375,0.5546875,0.66875,0.51875,car
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.0890625,0.04921875,0.178125,0.0984375,person
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,13,0.05,0.15625,0.1,0.225,safety vest
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.065625,0.26953125,0.13125,0.5390625,person
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.8453125,0.26953125,0.215625,0.5390625,person
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.49140625,0.26953125,0.0828125,0.5390625,person
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.871875,0.0171875,0.040625,0.034375,person
gettyimages-823328086-612x612_jpg.rf.4c9df9480755f6f05c8cd2082dc33450.txt,10,0.09609375,0.6765625,0.1921875,0.275,person
Image_013230_jpg.rf.062ee418c7ecbe5729994fdb4e71d0ae.txt,17,0.51484375,0.4890625,0.7484375,0.73125,truck
20191029-220557-01-3-R_jpg.rf.ab56b799fe67b1d5c42b1094ea701d18.txt,5,0.88984375,0.784375,0.2140625,0.396875,freight container
20191029-220557-01-3-R_jpg.rf.ab56b799fe67b1d5c42b1094ea701d18.txt,5,0.3921875,0.521875,0.78125,0.94375,freight container
Cutting-Sticker-Truk-Canter-Variasi-1_jpg.rf.a790562bb4c3e7c3dec1dcb97567e50c.txt,17,0.4921875,0.47890625,0.984375,0.7640625,truck
1583417661-9963477_jpg.rf.c2f751f23bd451e56a9b27cc343c83fa.txt,19,0.29453125,0.58515625,0.1171875,0.1109375,wood pallet
1583417661-9963477_jpg.rf.c2f751f23bd451e56a9b27cc343c83fa.txt,19,0.3125,0.6609375,0.090625,0.15625,wood pallet
1583417661-9963477_jpg.rf.c2f751f23bd451e56a9b27cc343c83fa.txt,19,0.47890625,0.790625,0.2078125,0.225,wood pallet
1583417661-9963477_jpg.rf.c2f751f23bd451e56a9b27cc343c83fa.txt,19,0.778125,0.928125,0.3375,0.13125,wood pallet
1583417661-9963477_jpg.rf.c2f751f23bd451e56a9b27cc343c83fa.txt,19,0.81875,0.09921875,0.30625,0.1921875,wood pallet
009537_jpg.rf.989bd691089291ad28872a0088e869a9.txt,1,0.53203125,0.5390625,0.8390625,0.890625,car
video13_32070_jpg.rf.4cfa09bbbc45a2b34db9c12344b2ad8e.txt,4,0.7546875,0.57109375,0.36875,0.8578125,forklift
Van165_jpg.rf.40b3b8e9244ae51194c9ba6194c41d12.txt,18,0.4984375,0.52890625,0.85625,0.7453125,van
pt-label_4783_jpg.rf.afbc6e478fe801ca483980da0a350c22.txt,18,0.5,0.5,1.0,1.0,van
UAPO7LV1O434_jpg.rf.da82716cb6bd57d233b3f3407ca08bc2.txt,4,0.50078125,0.653125,0.4296875,0.515625,forklift
UAPO7LV1O434_jpg.rf.da82716cb6bd57d233b3f3407ca08bc2.txt,10,0.628125,0.67265625,0.140625,0.3359375,person
3_9-_-2-_jpg.rf.266f0df362032243d767d3138d3a31b8.txt,5,0.50234375,0.5484375,0.9765625,0.43125,freight container
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,10,0.409375,0.4375,0.1875,0.871875,person
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.146875,0.2140625,0.090625,0.09375,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.315625,0.49140625,0.10625,0.2234375,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.18515625,0.34296875,0.0765625,0.2203125,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.13671875,0.48828125,0.0671875,0.1046875,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.13671875,0.353125,0.0515625,0.190625,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.85234375,0.06875,0.0515625,0.0875,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.1765625,0.43359375,0.04375,0.0921875,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.2953125,0.34140625,0.071875,0.0984375,cardboard box
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,6,0.48359375,0.559375,0.0296875,0.078125,gloves
-01-15-1-4-1-5-45_jpg.rf.0797388e664e12ff935b062e665f32ac.txt,2,0.196875,0.403125,0.05,0.078125,cardboard box
fire-3458-39092709_png_jpg.rf.5c21b741dd1eb3adc76f05ec883e3b12.txt,14,0.52890625,0.315625,0.5953125,0.63125,smoke
90aa1ebdd4174d088a8d9910074754fb_jpg.rf.a235a9c14cc207c84297f5b62bc819ff.txt,15,0.5046875,0.4734375,0.428125,0.709375,traffic cone
traffic-light-37-_jpg.rf.2915891e3c092b9e4cb4870584c5cab0.txt,16,0.478125,0.4734375,0.165625,0.4,traffic light
pt-label_5830_jpg.rf.6978dd13db6f203ccbae44d62be9c019.txt,18,0.4890625,0.4578125,0.740625,0.759375,van
IMG_20220601_165010_jpg.rf.2c5f9a14b5e50facf5b8e334c99946dc.txt,11,0.578125,0.4,0.0625,0.053125,qr code
ppe_1046_jpg.rf.ee3549fdac3b08b22b05556d3e09391e.txt,7,0.35546875,0.05625,0.0984375,0.1125,helmet
ppe_1046_jpg.rf.ee3549fdac3b08b22b05556d3e09391e.txt,10,0.0515625,0.3046875,0.103125,0.609375,person
ppe_1046_jpg.rf.ee3549fdac3b08b22b05556d3e09391e.txt,10,0.41796875,0.3046875,0.2234375,0.609375,person
